"date","confid","name","points"
2014-05-01,23913,"CÃ´te d'Ivoire","830"
2014-05-01,23913,"Egypt","798"
2014-05-01,23913,"Algeria","795"
2014-05-01,23913,"Ghana","713"
2014-05-01,23913,"Cape Verde Islands","665"
2014-05-01,23913,"Nigeria","631"
2014-05-01,23913,"Tunisia","597"
2014-05-01,23913,"Cameroon","583"
2014-05-01,23913,"Guinea","580"
2014-05-01,23913,"Mali","545"
2014-05-01,23913,"Burkina Faso","528"
2014-05-01,23913,"Libya","522"
2014-05-01,23913,"Senegal","511"
2014-05-01,23913,"South Africa","507"
2014-05-01,23913,"Sierra Leone","484"
2014-05-01,23913,"Morocco","454"
2014-05-01,23913,"Zambia","448"
2014-05-01,23913,"Uganda","395"
2014-05-01,23913,"Gabon","386"
2014-05-01,23913,"Congo DR","380"
2014-05-01,23913,"Togo","374"
2014-05-01,23913,"Botswana","369"
2014-05-01,23913,"Congo","367"
2014-05-01,23913,"Angola","347"
2014-05-01,23913,"Benin","332"
2014-05-01,23913,"Zimbabwe","327"
2014-05-01,23913,"Ethiopia","319"
2014-05-01,23913,"Niger","315"
2014-05-01,23913,"Kenya","284"
2014-05-01,23913,"Central African Republic","284"
2014-05-01,23913,"Equatorial Guinea","261"
2014-05-01,23913,"Mozambique","251"
2014-05-01,23913,"Sudan","241"
2014-05-01,23913,"Liberia","234"
2014-05-01,23913,"Namibia","233"
2014-05-01,23913,"Malawi","227"
2014-05-01,23913,"Tanzania","227"
2014-05-01,23913,"Burundi","215"
2014-05-01,23913,"Rwanda","197"
2014-05-01,23913,"Gambia","190"
2014-05-01,23913,"Mauritania","165"
2014-05-01,23913,"Lesotho","159"
2014-05-01,23913,"Chad","88"
2014-05-01,23913,"SÃ£o TomÃ© e PrÃ­ncipe","86"
2014-05-01,23913,"Seychelles","66"
2014-05-01,23913,"Swaziland","64"
2014-05-01,23913,"Mauritius","55"
2014-05-01,23913,"Comoros","43"
2014-05-01,23913,"Guinea-Bissau","43"
2014-05-01,23913,"Madagascar","32"
2014-05-01,23913,"Eritrea","11"
2014-05-01,23913,"South Sudan","10"
2014-05-01,23913,"Somalia","8"
2014-05-01,23913,"Djibouti","6"
2014-05-01,23914,"USA","1015"
2014-05-01,23914,"Mexico","877"
2014-05-01,23914,"Honduras","759"
2014-05-01,23914,"Costa Rica","748"
2014-05-01,23914,"Panama","739"
2014-05-01,23914,"El Salvador","488"
2014-05-01,23914,"Trinidad and Tobago","457"
2014-05-01,23914,"Haiti","452"
2014-05-01,23914,"Jamaica","420"
2014-05-01,23914,"Cuba","371"
2014-05-01,23914,"Canada","272"
2014-05-01,23914,"Guatemala","223"
2014-05-01,23914,"Dominican Republic","212"
2014-05-01,23914,"St. Vincent and the Grenadines","212"
2014-05-01,23914,"Suriname","197"
2014-05-01,23914,"St. Lucia","191"
2014-05-01,23914,"Grenada","188"
2014-05-01,23914,"Antigua and Barbuda","158"
2014-05-01,23914,"Belize","152"
2014-05-01,23914,"Puerto Rico","143"
2014-05-01,23914,"Guyana","137"
2014-05-01,23914,"St. Kitts and Nevis","124"
2014-05-01,23914,"Aruba","122"
2014-05-01,23914,"Barbados","101"
2014-05-01,23914,"Dominica","93"
2014-05-01,23914,"Nicaragua","84"
2014-05-01,23914,"Bermuda","83"
2014-05-01,23914,"CuraÃ§ao","65"
2014-05-01,23914,"Bahamas","40"
2014-05-01,23914,"Montserrat","33"
2014-05-01,23914,"US Virgin Islands","23"
2014-05-01,23914,"Cayman Islands","21"
2014-05-01,23914,"British Virgin Islands","18"
2014-05-01,23914,"Anguilla","3"
2014-05-01,23914,"Turks and Caicos Islands","0"
2014-05-01,23915,"Brazil","1210"
2014-05-01,23915,"Colombia","1186"
2014-05-01,23915,"Uruguay","1181"
2014-05-01,23915,"Argentina","1178"
2014-05-01,23915,"Chile","1037"
2014-05-01,23915,"Ecuador","794"
2014-05-01,23915,"Venezuela","666"
2014-05-01,23915,"Peru","665"
2014-05-01,23915,"Paraguay","551"
2014-05-01,23915,"Bolivia","497"
2014-05-01,23916,"New Zealand","271"
2014-05-01,23916,"New Caledonia","174"
2014-05-01,23916,"Tahiti","116"
2014-05-01,23916,"Solomon Islands","75"
2014-05-01,23916,"Vanuatu","55"
2014-05-01,23916,"Fiji","47"
2014-05-01,23916,"Samoa","45"
2014-05-01,23916,"Tonga","26"
2014-05-01,23916,"Papua New Guinea","21"
2014-05-01,23916,"American Samoa","18"
2014-05-01,23916,"Cook Islands","5"
2014-05-01,25998,"Iran","715"
2014-05-01,25998,"Japan","613"
2014-05-01,25998,"Uzbekistan","577"
2014-05-01,25998,"Korea Republic","551"
2014-05-01,25998,"Australia","545"
2014-05-01,25998,"Jordan","510"
2014-05-01,25998,"United Arab Emirates","499"
2014-05-01,25998,"Saudi Arabia","455"
2014-05-01,25998,"Oman","418"
2014-05-01,25998,"Qatar","338"
2014-05-01,25998,"China PR","333"
2014-05-01,25998,"Iraq","321"
2014-05-01,25998,"Bahrain","289"
2014-05-01,25998,"Kuwait","283"
2014-05-01,25998,"Lebanon","251"
2014-05-01,25998,"Vietnam","242"
2014-05-01,25998,"Tajikistan","229"
2014-05-01,25998,"Afghanistan","204"
2014-05-01,25998,"Syria","190"
2014-05-01,25998,"Korea DPR","175"
2014-05-01,25998,"Philippines","161"
2014-05-01,25998,"Thailand","156"
2014-05-01,25998,"Malaysia","149"
2014-05-01,25998,"Kyrgyzstan","148"
2014-05-01,25998,"Singapore","144"
2014-05-01,25998,"India","144"
2014-05-01,25998,"Indonesia","135"
2014-05-01,25998,"Maldives","124"
2014-05-01,25998,"Turkmenistan","119"
2014-05-01,25998,"Hong Kong","111"
2014-05-01,25998,"Pakistan","102"
2014-05-01,25998,"Nepal","102"
2014-05-01,25998,"Bangladesh","98"
2014-05-01,25998,"Palestine","88"
2014-05-01,25998,"Chinese Taipei","78"
2014-05-01,25998,"Guam","77"
2014-05-01,25998,"Sri Lanka","73"
2014-05-01,25998,"Laos","73"
2014-05-01,25998,"Myanmar","73"
2014-05-01,25998,"Yemen","63"
2014-05-01,25998,"Mongolia","35"
2014-05-01,25998,"Cambodia","28"
2014-05-01,25998,"Brunei Darussalam","26"
2014-05-01,25998,"Timor-Leste","26"
2014-05-01,25998,"Macau","8"
2014-05-01,25998,"Bhutan","0"
2014-05-01,27275,"Spain","1460"
2014-05-01,27275,"Germany","1340"
2014-05-01,27275,"Portugal","1245"
2014-05-01,27275,"Switzerland","1161"
2014-05-01,27275,"Italy","1115"
2014-05-01,27275,"Greece","1082"
2014-05-01,27275,"England","1043"
2014-05-01,27275,"Belgium","1039"
2014-05-01,27275,"Netherlands","967"
2014-05-01,27275,"France","935"
2014-05-01,27275,"Ukraine","913"
2014-05-01,27275,"Russia","903"
2014-05-01,27275,"Croatia","871"
2014-05-01,27275,"Scotland","825"
2014-05-01,27275,"Denmark","819"
2014-05-01,27275,"Bosnia and Herzegovina","795"
2014-05-01,27275,"Sweden","795"
2014-05-01,27275,"Slovenia","787"
2014-05-01,27275,"Serbia","759"
2014-05-01,27275,"Romania","756"
2014-05-01,27275,"Armenia","750"
2014-05-01,27275,"Czech Republic","731"
2014-05-01,27275,"Turkey","711"
2014-05-01,27275,"Austria","673"
2014-05-01,27275,"Hungary","623"
2014-05-01,27275,"Slovakia","616"
2014-05-01,27275,"Wales","613"
2014-05-01,27275,"Finland","578"
2014-05-01,27275,"Montenegro","555"
2014-05-01,27275,"Norway","551"
2014-05-01,27275,"Iceland","546"
2014-05-01,27275,"Republic of Ireland","504"
2014-05-01,27275,"Albania","486"
2014-05-01,27275,"Poland","479"
2014-05-01,27275,"Bulgaria","460"
2014-05-01,27275,"Israel","450"
2014-05-01,27275,"FYR Macedonia","443"
2014-05-01,27275,"Belarus","404"
2014-05-01,27275,"Northern Ireland","400"
2014-05-01,27275,"Azerbaijan","398"
2014-05-01,27275,"Estonia","366"
2014-05-01,27275,"Moldova","325"
2014-05-01,27275,"Georgia","303"
2014-05-01,27275,"Lithuania","293"
2014-05-01,27275,"Latvia","273"
2014-05-01,27275,"Luxembourg","266"
2014-05-01,27275,"Kazakhstan","235"
2014-05-01,27275,"Malta","204"
2014-05-01,27275,"Cyprus","201"
2014-05-01,27275,"Liechtenstein","139"
2014-05-01,27275,"Faroe Islands","91"
2014-05-01,27275,"Andorra","16"
2014-05-01,27275,"San Marino","0"
2014-04-01,23913,"CÃ´te d'Ivoire","830"
2014-04-01,23913,"Egypt","798"
2014-04-01,23913,"Algeria","795"
2014-04-01,23913,"Ghana","713"
2014-04-01,23913,"Cape Verde Islands","665"
2014-04-01,23913,"Nigeria","620"
2014-04-01,23913,"Tunisia","597"
2014-04-01,23913,"Cameroon","583"
2014-04-01,23913,"Guinea","580"
2014-04-01,23913,"Mali","545"
2014-04-01,23913,"Burkina Faso","528"
2014-04-01,23913,"Libya","522"
2014-04-01,23913,"Senegal","511"
2014-04-01,23913,"South Africa","500"
2014-04-01,23913,"Sierra Leone","484"
2014-04-01,23913,"Zambia","456"
2014-04-01,23913,"Morocco","454"
2014-04-01,23913,"Uganda","395"
2014-04-01,23913,"Gabon","386"
2014-04-01,23913,"Congo DR","380"
2014-04-01,23913,"Togo","374"
2014-04-01,23913,"Botswana","369"
2014-04-01,23913,"Congo","367"
2014-04-01,23913,"Angola","347"
2014-04-01,23913,"Benin","332"
2014-04-01,23913,"Zimbabwe","329"
2014-04-01,23913,"Ethiopia","319"
2014-04-01,23913,"Niger","315"
2014-04-01,23913,"Kenya","284"
2014-04-01,23913,"Central African Republic","284"
2014-04-01,23913,"Equatorial Guinea","261"
2014-04-01,23913,"Mozambique","252"
2014-04-01,23913,"Sudan","241"
2014-04-01,23913,"Liberia","234"
2014-04-01,23913,"Namibia","233"
2014-04-01,23913,"Malawi","227"
2014-04-01,23913,"Tanzania","226"
2014-04-01,23913,"Burundi","215"
2014-04-01,23913,"Rwanda","197"
2014-04-01,23913,"Gambia","190"
2014-04-01,23913,"Lesotho","159"
2014-04-01,23913,"Mauritania","127"
2014-04-01,23913,"SÃ£o TomÃ© e PrÃ­ncipe","86"
2014-04-01,23913,"Chad","80"
2014-04-01,23913,"Mauritius","67"
2014-04-01,23913,"Seychelles","66"
2014-04-01,23913,"Swaziland","64"
2014-04-01,23913,"Comoros","43"
2014-04-01,23913,"Guinea-Bissau","43"
2014-04-01,23913,"Madagascar","32"
2014-04-01,23913,"Eritrea","11"
2014-04-01,23913,"South Sudan","10"
2014-04-01,23913,"Somalia","8"
2014-04-01,23913,"Djibouti","6"
2014-04-01,23914,"USA","1015"
2014-04-01,23914,"Mexico","876"
2014-04-01,23914,"Honduras","754"
2014-04-01,23914,"Costa Rica","744"
2014-04-01,23914,"Panama","739"
2014-04-01,23914,"El Salvador","488"
2014-04-01,23914,"Trinidad and Tobago","454"
2014-04-01,23914,"Haiti","446"
2014-04-01,23914,"Jamaica","414"
2014-04-01,23914,"Cuba","371"
2014-04-01,23914,"Canada","272"
2014-04-01,23914,"Guatemala","224"
2014-04-01,23914,"Dominican Republic","212"
2014-04-01,23914,"Suriname","197"
2014-04-01,23914,"Grenada","184"
2014-04-01,23914,"St. Vincent and the Grenadines","181"
2014-04-01,23914,"Antigua and Barbuda","158"
2014-04-01,23914,"St. Lucia","155"
2014-04-01,23914,"Belize","152"
2014-04-01,23914,"Puerto Rico","143"
2014-04-01,23914,"Guyana","137"
2014-04-01,23914,"St. Kitts and Nevis","124"
2014-04-01,23914,"Aruba","122"
2014-04-01,23914,"Dominica","103"
2014-04-01,23914,"Barbados","101"
2014-04-01,23914,"Nicaragua","84"
2014-04-01,23914,"Bermuda","83"
2014-04-01,23914,"CuraÃ§ao","65"
2014-04-01,23914,"Bahamas","40"
2014-04-01,23914,"Montserrat","33"
2014-04-01,23914,"US Virgin Islands","23"
2014-04-01,23914,"Cayman Islands","21"
2014-04-01,23914,"British Virgin Islands","18"
2014-04-01,23914,"Anguilla","3"
2014-04-01,23914,"Turks and Caicos Islands","0"
2014-04-01,23915,"Colombia","1186"
2014-04-01,23915,"Uruguay","1181"
2014-04-01,23915,"Argentina","1174"
2014-04-01,23915,"Brazil","1174"
2014-04-01,23915,"Chile","1011"
2014-04-01,23915,"Ecuador","790"
2014-04-01,23915,"Venezuela","670"
2014-04-01,23915,"Peru","653"
2014-04-01,23915,"Paraguay","555"
2014-04-01,23915,"Bolivia","497"
2014-04-01,23916,"New Zealand","271"
2014-04-01,23916,"New Caledonia","174"
2014-04-01,23916,"Tahiti","116"
2014-04-01,23916,"Solomon Islands","75"
2014-04-01,23916,"Vanuatu","55"
2014-04-01,23916,"Fiji","47"
2014-04-01,23916,"Samoa","45"
2014-04-01,23916,"Tonga","26"
2014-04-01,23916,"Papua New Guinea","21"
2014-04-01,23916,"American Samoa","18"
2014-04-01,23916,"Cook Islands","5"
2014-04-01,25998,"Iran","715"
2014-04-01,25998,"Japan","613"
2014-04-01,25998,"Uzbekistan","577"
2014-04-01,25998,"Korea Republic","551"
2014-04-01,25998,"Australia","545"
2014-04-01,25998,"Jordan","510"
2014-04-01,25998,"United Arab Emirates","499"
2014-04-01,25998,"Saudi Arabia","455"
2014-04-01,25998,"Oman","418"
2014-04-01,25998,"Qatar","336"
2014-04-01,25998,"China PR","333"
2014-04-01,25998,"Iraq","324"
2014-04-01,25998,"Bahrain","289"
2014-04-01,25998,"Kuwait","283"
2014-04-01,25998,"Lebanon","251"
2014-04-01,25998,"Vietnam","242"
2014-04-01,25998,"Afghanistan","226"
2014-04-01,25998,"Syria","190"
2014-04-01,25998,"Tajikistan","188"
2014-04-01,25998,"Korea DPR","172"
2014-04-01,25998,"Thailand","156"
2014-04-01,25998,"Malaysia","153"
2014-04-01,25998,"Philippines","152"
2014-04-01,25998,"Singapore","144"
2014-04-01,25998,"India","144"
2014-04-01,25998,"Kyrgyzstan","143"
2014-04-01,25998,"Indonesia","135"
2014-04-01,25998,"Maldives","124"
2014-04-01,25998,"Turkmenistan","119"
2014-04-01,25998,"Hong Kong","111"
2014-04-01,25998,"Nepal","107"
2014-04-01,25998,"Pakistan","102"
2014-04-01,25998,"Bangladesh","98"
2014-04-01,25998,"Palestine","91"
2014-04-01,25998,"Chinese Taipei","78"
2014-04-01,25998,"Guam","77"
2014-04-01,25998,"Sri Lanka","74"
2014-04-01,25998,"Laos","73"
2014-04-01,25998,"Myanmar","73"
2014-04-01,25998,"Yemen","60"
2014-04-01,25998,"Mongolia","35"
2014-04-01,25998,"Cambodia","28"
2014-04-01,25998,"Brunei Darussalam","26"
2014-04-01,25998,"Timor-Leste","26"
2014-04-01,25998,"Macau","8"
2014-04-01,25998,"Bhutan","0"
2014-04-01,27275,"Spain","1460"
2014-04-01,27275,"Germany","1340"
2014-04-01,27275,"Portugal","1245"
2014-04-01,27275,"Switzerland","1161"
2014-04-01,27275,"Italy","1115"
2014-04-01,27275,"Greece","1082"
2014-04-01,27275,"England","1043"
2014-04-01,27275,"Belgium","1039"
2014-04-01,27275,"Netherlands","967"
2014-04-01,27275,"France","935"
2014-04-01,27275,"Ukraine","913"
2014-04-01,27275,"Russia","903"
2014-04-01,27275,"Croatia","871"
2014-04-01,27275,"Scotland","825"
2014-04-01,27275,"Denmark","819"
2014-04-01,27275,"Bosnia and Herzegovina","795"
2014-04-01,27275,"Sweden","795"
2014-04-01,27275,"Slovenia","787"
2014-04-01,27275,"Serbia","759"
2014-04-01,27275,"Romania","756"
2014-04-01,27275,"Armenia","750"
2014-04-01,27275,"Czech Republic","731"
2014-04-01,27275,"Turkey","711"
2014-04-01,27275,"Austria","673"
2014-04-01,27275,"Hungary","623"
2014-04-01,27275,"Slovakia","616"
2014-04-01,27275,"Wales","613"
2014-04-01,27275,"Finland","578"
2014-04-01,27275,"Montenegro","555"
2014-04-01,27275,"Norway","551"
2014-04-01,27275,"Iceland","546"
2014-04-01,27275,"Republic of Ireland","504"
2014-04-01,27275,"Albania","486"
2014-04-01,27275,"Poland","479"
2014-04-01,27275,"Bulgaria","460"
2014-04-01,27275,"Israel","450"
2014-04-01,27275,"FYR Macedonia","443"
2014-04-01,27275,"Belarus","404"
2014-04-01,27275,"Northern Ireland","400"
2014-04-01,27275,"Azerbaijan","398"
2014-04-01,27275,"Estonia","366"
2014-04-01,27275,"Moldova","325"
2014-04-01,27275,"Georgia","303"
2014-04-01,27275,"Lithuania","293"
2014-04-01,27275,"Latvia","273"
2014-04-01,27275,"Luxembourg","266"
2014-04-01,27275,"Kazakhstan","235"
2014-04-01,27275,"Malta","204"
2014-04-01,27275,"Cyprus","201"
2014-04-01,27275,"Liechtenstein","139"
2014-04-01,27275,"Faroe Islands","91"
2014-04-01,27275,"Andorra","16"
2014-04-01,27275,"San Marino","0"
2014-03-01,23913,"CÃ´te d'Ivoire","839"
2014-03-01,23913,"Algeria","819"
2014-03-01,23913,"Egypt","790"
2014-03-01,23913,"Cape Verde Islands","739"
2014-03-01,23913,"Ghana","729"
2014-03-01,23913,"Tunisia","641"
2014-03-01,23913,"Nigeria","626"
2014-03-01,23913,"Cameroon","588"
2014-03-01,23913,"Guinea","572"
2014-03-01,23913,"Mali","561"
2014-03-01,23913,"Burkina Faso","548"
2014-03-01,23913,"South Africa","536"
2014-03-01,23913,"Senegal","512"
2014-03-01,23913,"Libya","508"
2014-03-01,23913,"Sierra Leone","481"
2014-03-01,23913,"Zambia","458"
2014-03-01,23913,"Morocco","443"
2014-03-01,23913,"Congo DR","392"
2014-03-01,23913,"Uganda","391"
2014-03-01,23913,"Congo","382"
2014-03-01,23913,"Gabon","381"
2014-03-01,23913,"Togo","377"
2014-03-01,23913,"Benin","357"
2014-03-01,23913,"Botswana","355"
2014-03-01,23913,"Angola","348"
2014-03-01,23913,"Liberia","347"
2014-03-01,23913,"Ethiopia","331"
2014-03-01,23913,"Zimbabwe","328"
2014-03-01,23913,"Niger","315"
2014-03-01,23913,"Central African Republic","310"
2014-03-01,23913,"Kenya","293"
2014-03-01,23913,"Malawi","260"
2014-03-01,23913,"Mozambique","258"
2014-03-01,23913,"Tanzania","253"
2014-03-01,23913,"Equatorial Guinea","251"
2014-03-01,23913,"Sudan","236"
2014-03-01,23913,"Namibia","227"
2014-03-01,23913,"Burundi","211"
2014-03-01,23913,"Rwanda","186"
2014-03-01,23913,"Gambia","184"
2014-03-01,23913,"Lesotho","165"
2014-03-01,23913,"Mauritania","127"
2014-03-01,23913,"SÃ£o TomÃ© e PrÃ­ncipe","86"
2014-03-01,23913,"Chad","81"
2014-03-01,23913,"Mauritius","66"
2014-03-01,23913,"Seychelles","66"
2014-03-01,23913,"Swaziland","63"
2014-03-01,23913,"Comoros","41"
2014-03-01,23913,"Guinea-Bissau","41"
2014-03-01,23913,"Madagascar","30"
2014-03-01,23913,"Eritrea","11"
2014-03-01,23913,"South Sudan","10"
2014-03-01,23913,"Somalia","8"
2014-03-01,23913,"Djibouti","6"
2014-03-01,23914,"USA","1017"
2014-03-01,23914,"Mexico","888"
2014-03-01,23914,"Panama","755"
2014-03-01,23914,"Costa Rica","732"
2014-03-01,23914,"Honduras","725"
2014-03-01,23914,"Trinidad and Tobago","446"
2014-03-01,23914,"El Salvador","438"
2014-03-01,23914,"Haiti","430"
2014-03-01,23914,"Jamaica","429"
2014-03-01,23914,"Cuba","362"
2014-03-01,23914,"Dominican Republic","282"
2014-03-01,23914,"Canada","279"
2014-03-01,23914,"Guatemala","219"
2014-03-01,23914,"Suriname","197"
2014-03-01,23914,"Grenada","192"
2014-03-01,23914,"St. Vincent and the Grenadines","177"
2014-03-01,23914,"Belize","176"
2014-03-01,23914,"Antigua and Barbuda","159"
2014-03-01,23914,"St. Lucia","155"
2014-03-01,23914,"Puerto Rico","143"
2014-03-01,23914,"Guyana","137"
2014-03-01,23914,"St. Kitts and Nevis","125"
2014-03-01,23914,"Dominica","103"
2014-03-01,23914,"Barbados","101"
2014-03-01,23914,"Aruba","87"
2014-03-01,23914,"Nicaragua","84"
2014-03-01,23914,"Bermuda","83"
2014-03-01,23914,"CuraÃ§ao","65"
2014-03-01,23914,"Bahamas","40"
2014-03-01,23914,"Montserrat","33"
2014-03-01,23914,"US Virgin Islands","23"
2014-03-01,23914,"Cayman Islands","21"
2014-03-01,23914,"British Virgin Islands","18"
2014-03-01,23914,"Anguilla","3"
2014-03-01,23914,"Turks and Caicos Islands","0"
2014-03-01,23915,"Argentina","1234"
2014-03-01,23915,"Colombia","1183"
2014-03-01,23915,"Uruguay","1126"
2014-03-01,23915,"Brazil","1104"
2014-03-01,23915,"Chile","998"
2014-03-01,23915,"Ecuador","855"
2014-03-01,23915,"Venezuela","704"
2014-03-01,23915,"Peru","703"
2014-03-01,23915,"Paraguay","554"
2014-03-01,23915,"Bolivia","511"
2014-03-01,23916,"New Zealand","373"
2014-03-01,23916,"New Caledonia","252"
2014-03-01,23916,"Tahiti","179"
2014-03-01,23916,"Solomon Islands","86"
2014-03-01,23916,"Vanuatu","55"
2014-03-01,23916,"Fiji","47"
2014-03-01,23916,"Samoa","45"
2014-03-01,23916,"Tonga","26"
2014-03-01,23916,"Papua New Guinea","21"
2014-03-01,23916,"American Samoa","18"
2014-03-01,23916,"Cook Islands","5"
2014-03-01,25998,"Iran","692"
2014-03-01,25998,"Japan","622"
2014-03-01,25998,"Uzbekistan","565"
2014-03-01,25998,"Korea Republic","552"
2014-03-01,25998,"United Arab Emirates","550"
2014-03-01,25998,"Australia","545"
2014-03-01,25998,"Jordan","521"
2014-03-01,25998,"Saudi Arabia","453"
2014-03-01,25998,"Oman","426"
2014-03-01,25998,"China PR","339"
2014-03-01,25998,"Qatar","330"
2014-03-01,25998,"Iraq","317"
2014-03-01,25998,"Bahrain","312"
2014-03-01,25998,"Kuwait","287"
2014-03-01,25998,"Lebanon","254"
2014-03-01,25998,"Tajikistan","237"
2014-03-01,25998,"Vietnam","224"
2014-03-01,25998,"Afghanistan","213"
2014-03-01,25998,"Philippines","200"
2014-03-01,25998,"Korea DPR","191"
2014-03-01,25998,"Syria","183"
2014-03-01,25998,"Malaysia","175"
2014-03-01,25998,"Turkmenistan","166"
2014-03-01,25998,"Hong Kong","156"
2014-03-01,25998,"Kyrgyzstan","155"
2014-03-01,25998,"Thailand","151"
2014-03-01,25998,"Singapore","144"
2014-03-01,25998,"India","138"
2014-03-01,25998,"Indonesia","128"
2014-03-01,25998,"Maldives","114"
2014-03-01,25998,"Pakistan","107"
2014-03-01,25998,"Nepal","102"
2014-03-01,25998,"Bangladesh","87"
2014-03-01,25998,"Palestine","85"
2014-03-01,25998,"Chinese Taipei","76"
2014-03-01,25998,"Laos","73"
2014-03-01,25998,"Guam","68"
2014-03-01,25998,"Myanmar","68"
2014-03-01,25998,"Sri Lanka","68"
2014-03-01,25998,"Yemen","40"
2014-03-01,25998,"Mongolia","38"
2014-03-01,25998,"Cambodia","33"
2014-03-01,25998,"Brunei Darussalam","26"
2014-03-01,25998,"Timor-Leste","26"
2014-03-01,25998,"Macau","9"
2014-03-01,25998,"Bhutan","0"
2014-03-01,27275,"Spain","1510"
2014-03-01,27275,"Germany","1336"
2014-03-01,27275,"Portugal","1199"
2014-03-01,27275,"Switzerland","1123"
2014-03-01,27275,"Italy","1112"
2014-03-01,27275,"Belgium","1084"
2014-03-01,27275,"Netherlands","1077"
2014-03-01,27275,"England","1045"
2014-03-01,27275,"Greece","1038"
2014-03-01,27275,"Croatia","955"
2014-03-01,27275,"France","929"
2014-03-01,27275,"Ukraine","911"
2014-03-01,27275,"Russia","889"
2014-03-01,27275,"Bosnia and Herzegovina","863"
2014-03-01,27275,"Denmark","858"
2014-03-01,27275,"Sweden","789"
2014-03-01,27275,"Serbia","762"
2014-03-01,27275,"Czech Republic","748"
2014-03-01,27275,"Slovenia","746"
2014-03-01,27275,"Romania","740"
2014-03-01,27275,"Scotland","721"
2014-03-01,27275,"Turkey","710"
2014-03-01,27275,"Armenia","699"
2014-03-01,27275,"Hungary","652"
2014-03-01,27275,"Austria","641"
2014-03-01,27275,"Montenegro","639"
2014-03-01,27275,"Wales","609"
2014-03-01,27275,"Slovakia","588"
2014-03-01,27275,"Iceland","582"
2014-03-01,27275,"Albania","569"
2014-03-01,27275,"Norway","559"
2014-03-01,27275,"Finland","556"
2014-03-01,27275,"Israel","526"
2014-03-01,27275,"Bulgaria","518"
2014-03-01,27275,"Republic of Ireland","513"
2014-03-01,27275,"Poland","475"
2014-03-01,27275,"FYR Macedonia","421"
2014-03-01,27275,"Belarus","420"
2014-03-01,27275,"Northern Ireland","388"
2014-03-01,27275,"Azerbaijan","369"
2014-03-01,27275,"Estonia","367"
2014-03-01,27275,"Georgia","333"
2014-03-01,27275,"Lithuania","314"
2014-03-01,27275,"Moldova","303"
2014-03-01,27275,"Latvia","265"
2014-03-01,27275,"Luxembourg","242"
2014-03-01,27275,"Cyprus","236"
2014-03-01,27275,"Kazakhstan","213"
2014-03-01,27275,"Malta","186"
2014-03-01,27275,"Liechtenstein","139"
2014-03-01,27275,"Faroe Islands","87"
2014-03-01,27275,"Andorra","15"
2014-03-01,27275,"San Marino","0"
2014-02-01,23913,"CÃ´te d'Ivoire","841"
2014-02-01,23913,"Algeria","819"
2014-02-01,23913,"Cape Verde Islands","799"
2014-02-01,23913,"Ghana","733"
2014-02-01,23913,"Egypt","729"
2014-02-01,23913,"Tunisia","656"
2014-02-01,23913,"Cameroon","626"
2014-02-01,23913,"Nigeria","616"
2014-02-01,23913,"Mali","561"
2014-02-01,23913,"Burkina Faso","554"
2014-02-01,23913,"Guinea","554"
2014-02-01,23913,"South Africa","550"
2014-02-01,23913,"Senegal","529"
2014-02-01,23913,"Libya","523"
2014-02-01,23913,"Sierra Leone","484"
2014-02-01,23913,"Morocco","454"
2014-02-01,23913,"Zambia","450"
2014-02-01,23913,"Uganda","400"
2014-02-01,23913,"Congo","393"
2014-02-01,23913,"Gabon","386"
2014-02-01,23913,"Togo","376"
2014-02-01,23913,"Congo DR","373"
2014-02-01,23913,"Botswana","360"
2014-02-01,23913,"Angola","356"
2014-02-01,23913,"Liberia","354"
2014-02-01,23913,"Benin","335"
2014-02-01,23913,"Zimbabwe","330"
2014-02-01,23913,"Ethiopia","329"
2014-02-01,23913,"Niger","316"
2014-02-01,23913,"Central African Republic","310"
2014-02-01,23913,"Kenya","300"
2014-02-01,23913,"Malawi","268"
2014-02-01,23913,"Tanzania","254"
2014-02-01,23913,"Mozambique","251"
2014-02-01,23913,"Equatorial Guinea","251"
2014-02-01,23913,"Sudan","236"
2014-02-01,23913,"Namibia","234"
2014-02-01,23913,"Burundi","234"
2014-02-01,23913,"Rwanda","195"
2014-02-01,23913,"Gambia","190"
2014-02-01,23913,"Lesotho","182"
2014-02-01,23913,"Mauritania","127"
2014-02-01,23913,"SÃ£o TomÃ© e PrÃ­ncipe","122"
2014-02-01,23913,"Chad","121"
2014-02-01,23913,"Seychelles","67"
2014-02-01,23913,"Mauritius","66"
2014-02-01,23913,"Guinea-Bissau","43"
2014-02-01,23913,"Swaziland","40"
2014-02-01,23913,"Madagascar","33"
2014-02-01,23913,"Comoros","17"
2014-02-01,23913,"Eritrea","11"
2014-02-01,23913,"South Sudan","10"
2014-02-01,23913,"Somalia","8"
2014-02-01,23913,"Djibouti","6"
2014-02-01,23914,"USA","1044"
2014-02-01,23914,"Mexico","887"
2014-02-01,23914,"Panama","754"
2014-02-01,23914,"Costa Rica","734"
2014-02-01,23914,"Honduras","716"
2014-02-01,23914,"Trinidad and Tobago","444"
2014-02-01,23914,"El Salvador","436"
2014-02-01,23914,"Haiti","430"
2014-02-01,23914,"Jamaica","426"
2014-02-01,23914,"Cuba","334"
2014-02-01,23914,"Dominican Republic","282"
2014-02-01,23914,"Canada","275"
2014-02-01,23914,"Guatemala","229"
2014-02-01,23914,"Suriname","197"
